186;302	3;891717742
455;692	3;879111249
524;95	3;884636617
498;258	2;881955080
501;324	4;883346694
345;70	5;884992248
479;752	3;889125284
1;133	4;876892818
106;216	5;881452998
456;640	4;881373697
85;512	3;879456199
453;276	5;877552564
144;244	3;888104588
381;99	5;892696445
42;175	2;881107687
291;215	4;874868382
314;78	4;877890463
417;255	3;879646327
145;761	4;882182850
327;1069	4;887819136
417;39	3;879648212
533;1177	1;879192184
504;403	3;887910409
459;222	4;879562994
417;562	4;879648955
144;144	4;888105254
159;72	3;884026946
64;191	4;889740740
437;58	4;880141243
328;559	3;885048986
334;125	3;891544925
409;615	5;881107084
327;686	4;887820293
435;27	1;884133911
505;66	4;889333313
311;504	4;884364873
121;1266	4;891388250
365;151	4;891304106
378;1048	2;880333851
429;93	4;882385136
314;1267	3;877888117
487;45	5;883446725
291;563	3;874867824
373;499	4;877098643
305;180	4;886323806
320;82	3;884749359
62;91	4;879375196
279;1266	1;875308843
453;288	4;877562071
190;15	4;891033697
487;87	5;883445606
437;381	5;880142426
478;17	2;889396180
83;249	2;887664680
387;511	3;886483049
94;741	4;891721352
177;469	4;880131201
429;762	4;882386814
347;117	5;881652518
385;483	4;879442028
407;455	3;884201774
407;1012	3;875548480
87;722	4;879876946
524;143	3;884635085
374;69	5;880394840
70;83	4;884065895
313;168	3;891013589
354;272	3;891180399
305;170	4;886322691
197;56	1;891409799
504;1508	3;887911686
145;977	3;879161931
373;66	4;877099263
453;68	4;877561411
334;197	4;891546181
308;68	4;887740933
505;705	3;889333758
501;151	4;883348543
32;313	4;883709840
308;241	4;887738509
307;660	3;879205470
303;357	5;879466717
83;411	2;880307259
459;8	5;879563903
73;272	4;888792247
303;455	3;879484421
23;433	5;874785233
391;659	4;877399208
518;934	3;876823143
44;24	3;878346575
533;526	2;879191265
429;531	5;882385729
378;716	3;880056735
467;1142	5;879532478
286;1239	3;877535344
146;328	3;891458079
77;215	2;884752757
215;196	4;891435548
525;281	3;881086562
301;196	4;882077836
417;485	3;880949880
236;462	4;890115933
276;331	4;890979062
8;229	5;879362356
120;121	4;889490290
533;50	5;882902988
437;97	3;880141286
487;188	4;883445900
478;81	4;889395977
276;128	4;874792436
487;549	4;884046879
407;208	4;887832999
435;54	4;884132403
424;127	4;880859493
276;120	2;874787172
505;422	3;889333975
43;735	4;875981275
407;230	4;875045371
327;222	2;887744357
216;790	3;881428365
437;42	3;880141129
94;1218	4;891722511
447;286	2;878855082
178;405	3;882823905
487;541	3;884050711
85;412	3;879453288
290;1285	3;880475565
373;828	3;877111951
407;1	4;876338278
236;685	2;890117308
44;678	3;878340887
504;529	4;887832391
106;280	2;883876680
334;746	3;891548622
64;218	1;889739517
43;217	2;883955930
479;133	2;879461970
436;381	4;887769209
479;405	4;879460236
506;77	3;874874850
290;926	3;880732538
478;369	3;889388429
448;900	3;891887393
241;682	2;887249745
417;665	2;880952400
43;1048	3;883956260
303;616	4;879484948
8;228	5;879362286
435;354	3;889722012
244;746	3;880606180
344;280	3;884899815
188;5	4;875074266
299;508	4;877878451
487;161	5;883530702
8;195	5;879362287
432;1016	3;889416397
396;333	4;884645528
308;469	5;887738104
476;1074	4;883365274
85;27	4;879827488
347;460	3;881652888
279;219	2;875736276
374;983	2;880936289
251;313	5;886271472
308;430	4;887738717
456;222	2;881371766
334;657	4;891545898
524;1560	4;884636444
397;22	4;885349476
64;182	4;889738030
393;630	4;889728150
398;28	5;875660302
409;166	4;881107992
215;203	3;891435266
43;347	3;888177393
109;64	2;880572560
314;627	4;877888996
124;28	3;890287068
456;111	3;881371942
493;79	5;884131287
308;715	5;887740700
346;369	3;874948890
487;679	2;883530724
466;315	5;890284231
314;1471	4;877892430
304;300	5;884968415
452;234	3;875264355
417;270	2;879646036
487;735	4;884042206
433;333	2;880585133
524;1154	1;884637914
500;287	3;883865268
471;1	4;889827881
158;194	5;880134913
385;169	5;880870205
382;180	5;875946830
382;197	4;875946830
417;943	3;879648761
159;319	1;880485290
500;1014	2;884527433
141;313	5;884584271
447;484	5;878856457
221;407	2;875245100
524;234	4;884634877
453;234	3;877561411
455;257	4;879109733
145;410	4;875270616
244;173	4;880605458
459;147	3;879563435
174;323	1;886434241
317;748	5;891446843
533;288	2;882901971
429;185	4;882386006
279;764	3;888425981
345;294	3;884901497
305;195	3;886323006
520;283	4;885170516
158;399	3;880134595
460;322	3;882910722
251;813	3;886272086
23;82	3;874787449
382;14	3;875946055
487;820	3;883444884
219;1014	3;892039611
303;270	4;879466088
431;300	4;877844248
221;50	4;875244125
524;942	4;884636980
286;737	4;877532419
178;97	5;882827020
478;739	4;889398528
387;113	4;886479575
215;50	5;891436543
282;340	3;879949394
389;451	2;880165881
434;1051	3;886724453
417;461	3;879647140
528;58	5;886101994
316;730	4;880853775
334;286	4;891544049
325;1232	1;891479228
2;305	3;888550065
430;286	4;877225174
459;864	4;879563435
476;748	2;883365634
434;1095	5;886724940
43;3	2;884029543
480;347	3;891207605
314;801	3;877892017
22;202	5;878886480
492;124	4;879969345
500;827	2;883876904
465;588	4;883531380
524;479	4;884637314
455;1137	3;879109881
455;727	3;879112561
94;509	5;885873159
87;144	4;879875734
346;184	1;874950463
251;151	5;886272118
109;77	4;880578388
437;480	4;881002345
435;294	4;884130584
476;328	4;883365684
308;201	5;887737334
393;410	4;887744419
276;959	4;874791695
385;487	4;887670073
533;103	3;887032538
286;588	5;877532131
458;86	5;886397679
344;129	4;884899346
439;282	3;882893859
398;274	3;875655841
430;12	4;877226164
92;620	3;875813224
389;105	3;880614316
99;125	4;885678840
429;12	5;882386424
279;978	1;889231898
504;288	5;887831273
413;245	2;879969027
177;200	4;880130951
198;276	3;884205317
271;703	3;885848559
381;1117	4;892697574
455;31	4;879111937
389;384	2;880089211
487;69	4;883445859
456;168	4;881373794
393;465	4;887746916
297;258	5;874953892
489;343	5;891447913
134;328	4;891732335
533;275	4;887721848
75;427	4;884051921
308;523	4;887737084
429;1017	3;882385399
75;304	2;884051610
387;176	3;886480446
41;318	4;890687353
387;455	4;886481105
358;529	3;891269464
145;54	5;888398669
500;1	4;883865021
158;652	4;880134966
393;356	3;889731088
479;211	4;879461447
504;276	3;887831790
389;234	4;879991081
313;483	5;891016193
487;1217	3;884025080
276;17	4;874791894
184;411	3;889908207
313;1091	2;891030261
404;678	4;883790400
56;232	4;892676339
334;371	2;891547283
141;118	5;884585274
524;423	4;884635358
70;161	3;884067638
381;898	5;892697869
358;268	3;891269077
487;81	3;883531507
57;24	3;883697459
436;400	3;887771924
506;475	1;874862229
54;291	1;891898613
391;276	3;877399780
184;401	3;889910418
301;47	4;882076936
301;235	2;882074408
291;391	1;874835242
218;712	3;877488902
456;581	3;881375155
243;423	3;879988587
456;578	2;881375127
533;328	4;887032063
524;187	5;884634646
533;595	2;887032451
70;313	4;884063469
517;300	5;892660728
94;404	4;891721615
398;159	3;875717020
114;318	3;881259495
479;616	4;879462062
303;658	5;879484327
121;628	3;891389037
299;1050	4;878192721
407;29	3;876344410
64;179	5;889739460
128;1048	2;879968858
279;189	5;878082781
95;506	3;888954552
198;121	3;884206330
411;527	4;892845926
320;288	4;884748277
478;403	2;889398645
216;215	5;880235120
327;715	4;887819860
479;489	5;879460844
325;655	4;891479312
328;172	4;885045528
6;482	4;883601203
6;529	4;883601459
215;300	3;891434733
279;109	5;880869018
374;741	3;880392717
391;334	5;877399745
1;239	4;878542845
85;153	3;879453658
279;1087	2;891209189
533;245	3;890659336
504;77	4;887840681
320;79	4;884749255
466;882	5;890284231
482;298	4;887644085
347;404	4;881654846
305;286	4;886307828
145;257	5;875270932
378;1407	3;880334329
323;678	2;878738910
311;479	5;884365519
303;340	5;879466088
500;143	3;883875092
308;522	3;887737484
92;554	2;875907180
38;188	2;892431953
342;367	5;875319967
341;259	3;890758051
27;148	3;891543129
103;250	4;880415918
378;1211	3;880333516
453;298	4;877552641
279;1402	1;888462243
370;183	4;879434937
303;952	3;879467706
533;582	3;879192278
334;905	1;891547612
195;413	3;885110849
305;792	4;886323406
311;357	5;884365104
406;772	4;882480836
250;179	4;883263374
109;70	4;880578038
505;195	3;889334096
504;693	4;887832741
478;1521	3;889397343
346;172	5;874947609
303;508	4;879467260
435;157	4;884132146
456;462	3;881373506
500;815	3;883865374
373;385	3;877099016
389;483	5;879991535
407;291	4;876348681
533;252	4;880402784
533;651	4;888845036
447;111	3;878854954
435;338	2;887509306
406;508	4;879539883
489;331	5;891366606
276;158	3;874791932
178;751	4;882823353
145;566	5;875272010
36;358	5;882157581
109;1074	4;880583308
216;82	4;880244446
437;217	3;880143695
71;197	5;885016990
327;502	3;887747134
38;105	3;892434217
435;128	3;884132184
435;38	2;884133509
385;871	1;879440986
518;14	3;876822923
458;282	2;886396958
342;124	4;875318267
524;483	4;884634533
184;82	3;889909934
504;419	3;887832643
504;1135	4;887911854
313;430	5;891013620
144;823	3;888104659
145;450	3;885557660
87;502	5;879876524
313;409	2;891030334
459;252	4;879563506
342;410	3;874984661
408;347	3;889679761
422;515	4;875129882
506;88	4;874873944
398;700	2;875736199
279;1305	4;875313406
327;582	4;887822711
511;271	5;890004879
329;274	3;891656639
449;276	5;879958705
417;89	5;879647604
291;1303	3;874835279
299;529	4;877880852
28;323	3;882826593
433;1598	1;880585865
305;16	3;886324058
452;517	2;875562846
83;191	4;880308038
387;250	4;886480970
342;174	2;875319681
406;206	1;879445735
83;121	4;880306951
144;87	5;888105548
92;64	4;875653519
408;539	1;889680018
466;176	4;890284766
184;20	4;889907771
327;1073	2;887744241
308;1126	3;887738268
188;764	4;875072087
141;127	2;884584735
498;1426	3;881959103
439;93	4;882893737
291;763	4;874833841
51;603	3;883498728
346;288	2;886273342
407;1044	3;876348639
493;528	5;884132246
385;1428	4;879447181
50;324	5;877052008
271;602	3;885848886
370;425	3;879434860
506;230	4;874873847
533;450	5;879191713
334;510	4;891628832
378;182	4;880055239
276;763	3;874787214
92;800	3;875906802
373;4	4;877100232
342;196	3;874984128
92;449	3;875812511
455;126	5;879172791
437;421	4;881001983
489;681	3;891366805
313;418	3;891014838
313;840	2;891028360
488;228	4;891294854
318;869	3;884498461
504;1415	3;887912335
347;252	2;881653176
373;208	4;877106773
520;1051	3;885170585
443;258	5;883504617
220;305	4;881197771
42;161	4;881108229
103;255	5;880416423
429;47	4;882384950
406;179	5;879446718
168;871	3;884287711
466;748	2;890283592
453;156	5;877554908
393;89	3;887745973
385;192	5;884586327
435;1133	2;884133224
435;672	1;884133253
22;216	4;878886682
373;110	3;877104086
504;28	4;887839810
459;22	5;879563903
437;748	4;880139631
455;584	4;879111528
43;317	2;883955319
44;429	4;878347791
177;628	2;882143736
387;769	1;886481851
23;780	1;874788388
128;218	3;879969244
500;172	2;883873640
391;462	4;877399588
311;651	4;884364623
94;97	4;891721317
297;117	4;874954497
345;588	3;884992100
498;489	3;881956140
208;739	4;883108873
374;143	2;882159114
11;24	3;891904016
389;131	3;880087739
504;972	3;887910552
409;514	5;881107310
314;993	5;877886279
328;589	4;885046244
328;649	3;885047417
109;452	2;880583753
430;98	5;877226365
533;724	4;888347691
456;100	3;881372366
95;94	5;880573288
73;289	2;888792410
326;230	3;879876861
344;459	4;884899741
487;215	4;883446027
489;302	5;891448109
447;281	3;878854857
56;1035	4;892910268
64;183	5;889737914
500;529	4;883874558
85;1170	3;879456350
11;580	5;891905222
2;14	4;888551853
305;223	4;886322758
354;423	4;891217575
346;959	2;875260577
99;845	3;885679183
505;623	3;889333365
374;872	5;880392268
506;510	5;874873067
321;530	4;879440109
168;294	4;884286862
347;468	2;881654825
62;715	2;879375912
488;662	4;891294896
489;908	5;891446623
406;211	5;879445936
476;33	4;883364475
216;402	2;881432430
500;522	4;883875041
121;595	2;891390521
271;864	3;886106165
406;529	2;879446108
393;870	3;887745454
64;203	4;889737851
291;232	4;874835198
291;128	4;874835062
406;652	2;879793179
417;72	4;879649107
271;89	3;885848518
487;73	3;884050038
506;1014	3;880908472
87;1041	4;879877007
488;333	4;891293606
541;756	4;883866028
466;682	1;890282957
528;358	2;888520491
524;410	2;884832742
504;1004	4;887910023
286;707	5;877531975
1;194	4;876892743
109;239	4;880578632
407;345	4;884614729
459;993	3;879563146
393;404	3;889728713
163;272	4;891219977
121;427	4;891388286
291;236	4;874834128
533;673	3;879439143
382;7	2;875945837
538;164	3;877108631
374;550	5;880938965
381;682	2;892697982
511;299	2;890004827
301;501	3;882078040
327;651	4;887745744
453;59	2;888202258
429;264	3;882387551
447;483	5;878855818
422;1199	3;875129975
279;395	4;875659329
533;322	4;879193106
221;240	4;875244352
387;1091	1;886483670
488;200	2;891294606
504;443	3;887910511
280;1041	5;891702544
325;191	3;891478408
417;286	5;879646286
492;97	3;879969210
109;739	4;880579107
64;269	5;879365313
305;215	2;886323464
423;328	1;891394874
303;151	5;879484534
299;197	3;878192039
373;163	4;877098891
236;151	2;890116964
409;496	5;881107817
326;44	1;879875852
524;702	4;884636262
455;222	3;878585775
361;53	2;879441351
334;1041	3;891549667
94;183	5;891720921
93;1	5;888705321
506;520	5;878044852
435;1044	4;884132515
94;41	3;891723355
524;193	4;884636498
389;411	4;880088659
465;190	4;883530054
240;245	4;885775831
373;144	3;877098949
145;825	4;875271477
64;195	5;889737914
458;234	4;886397808
393;1014	3;887745086
327;172	4;887743986
435;710	4;884131267
504;96	4;887840098
277;742	4;879543845
276;1407	1;874977513
28;200	2;881961671
478;288	5;889388862
95;179	3;880570909
455;277	4;879109565
219;855	5;889452619
429;179	3;882385012
126;311	4;887855173
524;179	5;884635204
458;952	2;886395119
45;50	5;881007272
345;365	2;884993760
370;114	3;879434587
391;71	3;877399236
236;275	3;890116499
145;379	3;875272299
466;27	3;890285113
458;182	4;886397771
406;235	4;879540330
42;219	1;881109324
455;1265	3;879108997
125;41	2;892838510
98;322	3;880498586
220;294	4;881197663
435;255	3;884134290
56;376	3;892911420
393;56	2;887746015
354;604	4;891217755
75;408	4;884050046
406;411	4;879540199
142;463	3;888640489
467;248	3;879532651
8;684	4;879362356
299;275	4;877877535
301;28	4;882076264
542;206	2;886532602
358;213	5;891269827
500;319	4;883864793
94;392	3;891722646
291;79	5;874834799
99;358	2;885678520
376;181	4;879454598
320;568	4;884749327
498;11	3;881956576
67;24	4;875379729
141;1283	3;884585168
125;109	3;892838288
501;127	5;883347773
308;512	5;887736584
87;781	5;879876524
144;476	2;888104625
524;928	4;884323551
466;550	3;890284903
250;475	4;878089436
436;1178	3;887771825
407;229	3;876338691
178;298	2;882823905
144;258	4;888103371
203;276	4;880434810
487;194	5;883446322
279;139	3;890780864
195;152	3;890589490
389;435	4;880087073
94;125	1;891721851
95;649	4;880571678
398;715	2;875736732
178;92	3;882827803
308;71	4;887739257
433;294	3;880585271
346;293	3;875000499
393;274	4;887744549
406;4	2;880131792
83;1047	2;891182319
498;302	3;881953659
429;1033	1;882387350
62;729	3;879375414
158;129	5;880132383
525;829	2;881086393
57;249	5;883697704
95;282	4;880573506
458;293	5;886396767
455;25	3;879109110
541;654	3;883875215
458;317	5;886397155
276;99	4;874792907
215;288	2;891434563
441;15	3;891035699
250;270	4;883263374
279;455	5;877236424
236;56	5;890116254
478;350	1;889387418
36;289	2;882157356
344;487	5;884900791
95;356	4;880571117
489;682	4;891366606
311;12	4;884364436
135;234	4;879857797
373;186	5;877099178
318;376	3;884498314
417;1210	2;879649044
452;204	3;875275815
524;127	5;884634533
459;597	3;879563270
354;14	4;891216575
195;500	4;876617344
325;961	4;891479312
386;117	5;877655028
178;249	3;884836855
95;63	3;880572218
378;277	4;880044609
436;172	3;887768945
505;271	4;888631208
318;628	4;884494757
542;396	4;886533112
387;156	5;886484336
518;763	1;876823994
393;423	3;887746849
92;504	3;875653050
487;294	4;883440572
297;298	5;874954814
184;25	4;889908068
30;304	4;875988548
112;323	3;884992651
447;85	4;878856526
311;8	4;884364465
378;631	4;880045652
36;333	4;882157227
141;279	1;884584817
430;117	3;877225484
197;39	2;891409982
498;228	2;881961627
325;23	5;891478276
276;603	5;874795613
271;570	3;885849742
545;554	3;879899497
308;357	4;887738151
309;334	4;877370356
506;463	3;874873157
128;245	2;879966524
382;504	3;875946907
479;144	4;879461741
459;1040	2;879563701
361;150	2;879440345
44;71	3;878347633
455;245	3;878585344
391;294	2;877398619
429;602	5;882386628
361;504	4;879441215
109;71	4;880578066
174;111	5;886433898
299;432	3;877880612
447;447	3;878855724
41;175	5;890687526
62;238	5;879373568
506;176	5;874873892
276;100	5;874786605
393;473	3;887745135
94;83	4;885873653
436;821	4;887769733
62;174	4;879374916
301;373	4;882079334
308;198	3;887739172
545;132	4;884134519
44;231	2;878347915
356;316	4;891406372
144;333	3;888103371
429;223	4;882385034
506;97	4;874873374
389;173	3;880087003
506;402	4;877539905
504;234	3;887838740
303;1510	3;879485659
500;216	4;883873556
344;202	4;884901180
479;54	3;879462121
326;72	2;879877264
353;326	2;891402444
308;448	3;887740866
504;133	5;887832593
344;647	4;884814401
482;257	4;887644063
453;416	2;888206132
95;779	3;880572288
368;217	5;889783562
393;138	3;889731793
389;69	5;880087345
244;458	3;880604405
279;190	3;875307407
505;651	3;889333598
279;150	3;886019867
345;382	4;884992725
378;469	5;880046069
435;21	4;884134134
290;484	3;880474174
128;82	5;879968185
347;470	5;881654301
186;121	2;879023074
43;778	5;883955363
493;527	5;884132037
311;191	4;884364764
545;222	4;879899157
533;274	4;885305541
45;596	3;881014015
300;876	5;875650105
197;435	5;891409935
456;523	4;881373353
493;1278	5;884130215
465;64	5;883530088
276;916	4;892436298
6;510	4;883600785
466;269	2;890282759
347;17	4;881654635
458;307	4;889323481
284;539	2;885329821
458;1048	4;886395119
132;523	4;891278996
301;133	4;882077142
198;208	3;884208571
314;161	5;877888168
435;351	2;887509368
190;823	2;891626040
271;135	4;885848373
407;290	3;875042865
291;1077	4;874834963
479;255	2;879460192
240;873	2;885775857
498;1103	4;881957847
437;1075	4;881002374
38;1035	5;892431907
290;167	2;880475807
221;402	2;875393426
404;300	4;883790749
44;69	4;878347711
542;648	4;886532950
81;150	3;876533619
244;1132	4;880605132
94;750	4;891725501
533;475	1;879192500
299;514	5;877881229
308;1456	4;887739056
547;328	4;891282757
219;71	1;889452455
321;499	3;879440393
543;210	3;875721967
303;328	3;879466166
6;493	5;883601713
178;729	4;882827020
313;655	4;891014474
533;122	1;879366118
500;421	4;883875303
178;876	2;886678484
406;168	3;879445642
374;963	5;883629108
108;127	4;879879720
393;95	4;889555295
32;1023	3;883717913
198;298	1;884204993
406;468	1;879446361
429;428	4;882386942
437;674	3;880143714
398;85	4;875718731
458;237	4;886394623
290;629	3;880474716
378;217	3;880332683
279;529	3;875308843
334;425	4;891548835
487;227	3;883531279
430;164	3;877226323
55;118	5;878176134
409;855	4;881108246
476;63	3;883365274
271;441	3;885849648
37;147	3;880915749
456;449	3;881375226
423;696	3;891395759
271;651	4;885848584
455;97	5;879112436
73;64	5;888625042
266;275	5;892257831
435;111	3;884132777
243;1148	3;879988723
520;269	5;885168591
346;156	4;874948139
184;483	5;889908630
244;162	4;880606993
533;303	4;893160944
62;472	2;879373152
460;146	4;882912370
533;847	3;880402996
81;121	4;876533586
541;28	4;883864739
98;88	3;880499087
533;218	2;879191652
347;31	5;881654321
542;318	4;886532602
227;1007	4;879035158
280;771	3;891702122
393;622	4;889555074
479;523	4;879460894
184;285	5;889907771
311;31	4;884364570
488;243	3;891293400
334;423	5;891545821
479;50	4;879460160
178;654	3;882827506
221;732	4;875246330
504;25	4;887831419
57;318	5;883698580
409;318	4;881107943
176;325	3;886047375
449;127	5;879958572
455;428	4;879111268
456;286	3;887165765
23;418	4;874786037
548;273	5;891044411
307;419	4;877122115
435;470	2;884131661
354;32	3;891217929
245;756	3;888513425
459;278	4;879563270
480;510	4;891208460
548;690	3;891042475
178;280	4;882824592
347;763	5;881652837
374;465	5;882158849
326;433	2;879875644
305;317	4;886323713
320;1215	1;884749097
325;654	4;891478276
279;124	3;878261977
318;763	3;884494897
145;356	4;875272299
297;160	1;875238853
121;313	5;891390013
342;286	4;874984002
435;1204	3;884132100
178;265	5;882826394
307;135	4;877122208
334;488	5;891546231
398;491	5;875718954
381;102	2;892696130
361;673	4;879441286
358;127	1;891269117
375;185	5;886621950
465;395	1;883532120
50;276	2;877052400
62;1134	2;879372936
32;271	3;883709953
70;393	4;884068497
533;161	4;879439465
144;288	2;888103509
36;875	3;882157470
238;845	3;883576424
429;448	3;882386006
487;95	4;883446872
466;357	4;890285706
8;435	5;879362233
524;527	5;884634785
373;142	3;877111362
548;636	4;891044538
465;584	3;883531325
45;411	3;881015657
42;202	5;881107687
158;985	4;880134261
328;540	3;885048730
452;161	5;885816915
409;89	5;881107539
352;385	4;884289760
504;420	3;887840560
435;402	3;884131996
492;511	5;879969879
393;443	3;887745624
327;919	5;887820828
374;1134	4;880392846
157;289	4;886889876
103;257	3;880415892
524;467	4;884635287
406;174	4;879445809
478;23	2;889388562
188;157	3;875072674
393;364	2;889731139
109;373	5;880583241
45;13	5;881012356
417;579	2;879649467
459;123	3;879563312
307;529	4;877381142
432;844	4;889415947
141;298	5;884584790
435;80	2;884133610
404;332	4;883790749
533;82	4;879439204
408;358	4;889680045
385;144	3;879443102
56;117	5;892679439
299;474	5;877880474
476;42	4;883364295
301;746	3;882075774
467;124	5;879532534
437;654	5;880141041
327;865	5;887745774
398;497	3;875717407
548;276	3;891415512
389;23	4;879991147
545;399	4;879900794
458;694	4;886396140
409;609	3;881108829
378;403	4;880046408
327;676	3;887746686
176;741	3;886048145
391;544	4;877400092
393;117	4;887745575
433;12	5;880585803
393;479	4;889555295
184;97	2;889908539
135;230	3;879857843
542;214	3;886533452
456;133	3;881373084
470;952	3;879178884
406;519	4;879445378
417;685	1;879646570
411;195	3;891035239
276;800	3;874792745
174;739	5;886513729
500;175	5;883874341
456;61	4;881373228
487;196	5;883446830
243;215	3;879988046
387;806	1;886483824
311;732	4;884365617
385;658	2;879445454
506;603	5;874873198
227;934	2;879035874
498;32	4;881956363
184;215	4;889909812
505;566	3;889334503
443;327	4;883504593
345;278	3;884991505
221;79	4;875245715
479;118	3;887064767
533;405	3;879192793
518;547	3;876823645
435;196	4;884131597
85;134	5;879454004
279;1499	4;890451408
458;9	5;886394373
429;77	3;882385705
504;295	4;887831567
70;168	4;884065423
498;538	1;881962988
487;260	2;883441026
413;275	5;879969557
329;137	5;891655812
303;50	5;879466866
417;325	2;880949231
327;772	3;887822646
517;1016	1;892607194
389;954	4;880614031
498;12	4;881957195
378;632	5;880055564
525;411	3;881086612
132;12	4;891278867
551;684	5;892783212
538;963	4;877363775
174;100	5;886433788
498;515	4;881956953
373;409	2;877107235
95;275	3;879192819
524;168	3;884634995
417;386	3;879648382
311;218	4;884366363
277;925	4;879543592
328;232	3;885047670
437;91	3;880143315
551;578	5;892784672
378;720	2;880056798
417;68	3;879647275
452;458	1;875266197
311;228	5;884365325
321;463	3;879440393
435;637	4;884132691
303;250	4;879544712
429;366	3;882387181
466;651	3;890284819
488;520	4;891293660
492;185	3;879969512
487;586	2;884051840
459;220	3;879563367
297;283	4;874954387
112;1106	4;892439835
70;183	4;884149894
308;1154	2;887740367
56;191	4;892678526
291;946	4;875086887
290;465	3;880474799
551;756	1;892784437
543;135	5;875667109
387;593	3;886480483
506;367	3;874873068
479;1016	3;879460254
518;1017	3;876823071
344;926	2;886381985
488;186	4;891294108
276;271	4;880913800
361;165	5;879440573
487;202	5;883445943
303;650	5;879483941
397;177	5;882843746
542;746	4;886532838
435;474	3;884131085
525;300	4;881085217
303;1073	4;879467191
308;842	3;887740099
313;485	3;891016425
458;521	4;886397377
345;241	4;884992142
467;340	3;879532198
393;1040	3;887745410
471;969	2;889828154
347;276	3;881652657
43;172	4;883955135
506;678	3;879074774
307;200	3;877117875
22;988	1;878887116
141;261	1;886447904
524;742	3;884627446
291;12	5;874834701
33;294	3;891964166
504;71	5;887909321
346;2	5;875263473
301;111	1;882074708
504;716	4;887909532
543;982	3;877452676
543;83	4;877547441
524;506	4;884634938
299;811	4;877880794
387;102	3;886483669
498;218	3;881961877
313;144	4;891015144
393;1224	3;889555176
500;83	4;888538350
452;259	2;888494119
323;763	4;878739459
458;753	4;886397110
291;475	5;874805699
429;805	3;882385963
331;198	4;877196634
43;559	1;883956468
393;843	3;889731861
548;322	4;891043509
543;95	3;874865728
64;237	4;889740310
506;295	4;879074845
452;97	4;885476560
109;122	2;880583493
489;355	5;891447872
215;636	2;891436690
459;255	4;879563613
226;507	2;883889146
195;508	3;886782519
447;845	3;878854678
551;405	3;892783612
354;9	3;891216607
327;644	3;887747410
303;1142	4;879544659
393;1239	3;889729508
286;763	2;876521809
290;69	4;880473696
542;508	3;886532762
480;298	2;891207665
439;288	3;882892424
435;834	5;884134910
407;172	4;875044037
2;287	3;888551235
92;1157	2;875812435
44;313	4;883612268
48;528	5;879434954
178;578	4;882828021
301;559	4;882078955
407;28	4;875042826
327;209	4;887747939
92;7	4;876175754
301;1135	3;882078906
314;806	4;877887802
308;195	5;887738619
38;356	2;892430309
184;747	3;889909672
435;1231	2;884134019
271;234	5;885848640
504;204	3;887838908
279;1361	3;878261977
453;239	3;877554927
276;298	5;874786467
459;323	3;879561708
364;262	3;875931432
460;302	4;882910837
48;183	5;879434608
141;333	5;887424639
186;568	4;879024014
453;651	4;877554743
334;1198	3;891544735
345;709	4;884993033
437;179	4;881002345
276;974	2;874786945
548;264	4;891043547
157;269	4;886889876
458;8	4;886395899
106;1242	4;881516731
545;210	5;879899158
433;322	2;880585466
406;1220	3;882480802
286;212	1;877531830
378;200	3;880045681
543;79	4;877545356
511;294	4;890005011
216;943	5;881721799
178;469	3;882827870
94;49	4;891722174
220;264	3;881198524
370;176	4;879435217
87;111	4;879876611
313;449	3;891028323
370;64	4;879434745
374;176	4;880937692
430;100	5;877225570
303;928	3;879485589
347;333	5;881652077
279;172	2;878082751
311;209	2;884364502
99;345	3;885678696
506;222	4;884517178
286;217	3;877533447
429;457	1;882384438
389;81	3;880086972
387;737	3;886484098
314;942	3;877888346
385;811	4;879443315
329;185	3;891656347
109;1035	2;880579787
541;210	5;883865575
504;50	3;887831293
64;588	4;889739091
487;4	4;883531003
456;54	3;881375416
85;193	3;879454189
506;70	4;874874055
422;558	4;879744085
314;685	4;877886788
498;652	5;881961182
417;222	3;879646388
389;693	4;880088038
551;552	3;892784259
458;663	4;886398289
551;13	1;892783411
109;449	5;880581987
453;174	4;877554564
280;200	5;891702544
506;1279	4;880198144
545;101	4;879901538
113;116	3;875076246
389;1444	3;880088445
178;1048	2;884837073
439;475	3;882893220
447;963	5;878855963
197;22	5;891409839
407;732	4;876341443
429;755	3;882387685
498;171	3;881955866
203;222	4;880434318
465;1078	2;883532119
75;294	3;884049758
320;1522	3;884751316
99;201	3;885680348
356;310	3;891405721
478;219	2;889398289
540;7	4;882157011
314;699	5;877888527
407;91	4;875044337
128;815	3;879968827
85;99	5;880838306
453;721	4;888205696
455;318	3;879111528
303;1013	1;879544860
435;473	3;884133544
175;419	5;877108098
308;655	4;887738664
325;502	4;891479058
533;525	3;879191770
538;202	4;877108250
437;512	4;880140978
280;1207	4;891701998
447;435	4;878855756
541;399	3;883866093
407;118	3;876338309
482;301	4;887643315
506;655	4;874873892
85;14	4;879452638
387;117	3;886480788
342;68	3;875319992
56;88	1;892683895
456;216	4;881374193
22;184	5;878887869
328;186	4;886037065
328;344	4;893195665
489;334	4;891448453
373;90	4;877103846
146;301	2;891457905
407;400	1;876348583
347;50	5;881652456
92;204	4;875653913
128;1035	3;879968921
326;96	3;879875057
299;47	4;877881508
449;170	4;880410652
459;832	3;879563758
545;73	4;879900121
456;92	4;881374048
327;550	2;887820448
504;1136	5;887840560
506;608	4;874874055
381;259	2;892698054
321;186	4;879440245
