224;29	3;888104457
262;447	3;879794206
222;949	3;878183173
262;781	3;879793667
13;816	1;882396983
181;1388	1;878962168
181;1284	1;878962773
401;486	4;891033184
255;259	3;883215759
234;1050	3;892333616
275;222	4;876198296
228;87	1;889388662
217;840	1;889070087
181;25	5;878962675
222;746	5;878183137
255;833	4;883216902
63;678	2;875747047
194;44	4;879524007
275;102	3;875154718
179;303	1;892151270
269;276	5;891446193
217;281	2;889069842
181;748	1;878961368
181;1009	1;878963276
269;525	4;891449055
363;472	1;891498469
102;510	4;888801316
201;240	3;884114069
254;951	4;886474619
234;73	2;892334368
82;225	3;878768790
181;260	1;878961623
209;301	3;883460492
194;1058	2;879552923
363;1485	4;891496102
269;1071	2;891449801
101;109	2;877136360
234;265	3;892078837
181;1049	1;878963122
363;62	2;891497639
205;269	3;888284347
293;151	4;888904927
102;597	3;888801673
222;288	4;883815252
63;300	4;875748326
21;834	1;874951293
224;1163	2;888104154
399;219	3;882345454
222;9	5;877563227
268;474	5;875309718
293;92	4;888906071
82;657	4;878769261
82;458	1;884714145
234;77	3;892333890
107;269	5;891264267
13;501	5;882398724
15;307	1;879455233
380;1168	3;885479833
181;825	1;878963304
363;569	2;891498259
61;331	2;891206126
116;347	2;886309481
255;406	1;883216358
13;219	1;882396955
399;591	3;882340599
336;276	4;877760310
15;458	5;879456288
246;470	4;884922964
229;748	3;891632402
268;735	3;876518557
222;142	2;878183984
206;294	2;888179694
201;57	4;884111958
293;443	4;888906781
181;878	1;878961709
269;475	5;891457067
399;284	2;882512342
336;49	4;877758001
268;169	5;875309829
223;22	5;891550649
63;952	3;875747896
399;1314	3;882349198
336;399	3;877757063
207;8	3;878103820
222;665	1;878184719
380;229	3;885481179
217;363	1;889070011
116;322	2;876452186
101;24	4;877136391
262;318	5;879793022
268;246	5;875742316
363;1099	2;891495402
234;300	3;891033627
82;479	4;878769703
21;859	2;874951859
26;292	3;891347400
5;417	3;875636830
399;8	3;882510165
293;977	2;888908088
222;268	4;877562748
3;330	2;889237297
262;432	3;879794267
255;405	4;883216902
254;573	2;886475476
228;204	3;889388662
255;413	2;883216358
224;662	5;888103671
21;665	3;874951858
262;491	3;879793188
269;183	3;891448823
254;186	3;886472023
269;171	5;891447169
269;527	5;891447841
254;98	4;886472201
13;716	4;882141393
102;167	2;892993927
110;28	4;886987979
399;1228	3;882345500
293;64	5;888905519
268;325	3;876513675
206;260	3;888179772
63;412	3;875748109
49;657	5;888068032
21;717	1;874951483
101;756	3;877136424
15;476	4;879456404
254;103	2;886476123
63;979	3;875748068
63;106	2;875748139
201;156	4;884111830
13;317	5;882140552
199;276	4;883782879
40;243	2;889041694
399;459	4;882340807
21;985	2;874951349
149;689	2;883512950
61;243	2;892331237
181;1387	1;878962119
363;959	1;891497523
234;76	2;892335564
405;56	4;885544911
101;284	4;877136564
194;588	4;879524393
201;563	1;884114813
380;709	4;885478603
222;869	3;878182337
269;5	2;891450780
13;617	3;881515112
20;597	3;879668190
116;260	2;887605412
363;347	3;891493723
222;202	4;878181906
224;620	3;888104085
399;73	3;882343731
224;655	4;888103646
13;546	3;882397741
100;342	3;891375454
155;324	2;879370963
401;117	3;891032563
405;592	1;885548670
234;499	4;892334141
268;382	3;875309282
15;471	4;879456084
102;50	4;888801315
269;642	3;891449464
234;168	3;892079434
49;508	3;888068841
363;144	4;891494865
405;1582	1;885548670
49;737	1;888066828
201;589	3;884113082
405;171	1;885549544
13;436	2;882396869
405;580	1;885547447
234;493	3;892078567
207;144	3;875509434
405;1409	1;885549045
13;290	4;882141814
207;59	4;877846793
234;289	4;891033851
405;953	3;885546487
201;176	4;884112281
181;1343	1;878962199
13;281	3;882397974
262;191	4;879793022
234;1457	3;892079538
229;258	2;891632040
194;98	4;879521329
101;975	2;877136659
269;809	1;891451451
102;184	2;888801465
399;486	3;882510290
49;514	4;888068686
26;476	3;891384414
222;944	3;878715192
13;447	2;882396869
363;588	2;891495339
363;156	3;891494962
405;994	1;885549746
405;387	1;885546680
209;50	5;883417589
293;554	1;888907794
194;12	5;879520916
49;1076	2;888067187
234;70	3;892335587
193;1258	3;889123806
399;924	5;882340678
49;462	2;888066486
399;1543	3;882509891
399;372	3;882511047
246;402	3;884922917
293;435	4;888906464
153;321	3;881370900
281;938	2;881200789
68;282	1;876974315
194;195	3;879521657
405;1432	1;885549942
234;205	3;892079288
401;638	4;891033158
405;190	2;885546201
222;931	1;881061396
234;242	4;891033261
222;12	5;878181387
380;59	4;885478447
234;502	4;892336077
13;694	4;890704999
405;521	4;885544698
13;624	5;882398691
234;1198	3;892335187
405;1177	1;885547766
207;241	3;877995673
380;732	4;885478646
405;1503	1;885548932
201;1227	1;884140787
207;194	4;875504118
13;885	1;886302334
224;1053	3;888104281
405;524	1;885547124
405;570	1;885546487
399;196	5;882349678
13;270	4;881514876
201;467	2;884139983
17;125	1;885272538
201;302	4;884110637
399;402	3;882344434
5;79	3;875635895
269;756	1;891451947
262;122	2;879791537
20;931	1;879668829
399;1232	3;882350831
275;28	4;880314529
49;423	2;888067727
254;176	3;886472768
255;748	1;883215630
405;721	1;885547360
234;523	4;892334141
246;369	3;884924710
100;990	3;891375428
401;199	3;891032896
336;738	1;877757343
293;414	4;888906576
20;95	3;879669181
234;196	3;892079910
100;333	3;891374528
104;546	1;888465491
49;542	2;888067096
363;746	4;891495630
40;333	4;889041402
104;1226	3;888465347
293;16	2;888907499
399;531	3;882342964
13;866	3;882141814
104;751	4;888442337
193;553	4;889126272
405;210	5;885547124
268;258	2;876513675
289;685	4;876789373
207;2	3;877822770
405;465	1;885548836
269;1065	5;891447891
234;929	1;891228099
255;455	2;883216845
336;154	5;877757637
13;196	4;882140552
5;418	3;875721216
380;22	4;885478334
194;198	3;879522021
102;164	3;888803002
234;21	3;892335042
268;183	4;875309583
234;739	3;892335990
206;882	1;888180049
401;135	1;891032919
363;1019	5;891496414
336;692	3;877757637
405;692	5;885547177
363;370	3;891500269
49;111	2;888068686
363;346	4;891493746
49;95	2;888067031
181;1357	1;878962240
234;85	2;892334852
399;742	4;882340844
336;67	4;877756966
405;583	1;885546112
363;145	1;891498589
222;1267	3;878183173
199;285	4;883782879
405;186	5;885547176
201;670	4;884112673
82;527	3;878769479
181;1376	1;878963167
49;123	1;888068195
399;33	3;882344942
5;429	3;875637429
269;120	1;891446926
5;385	4;875636185
222;92	3;878182632
405;78	2;885549045
181;103	1;878962586
380;652	3;885478241
234;1020	4;892078890
269;44	3;891449691
15;7	1;879455506
116;895	2;886309812
194;281	2;879540567
405;11	4;885545263
405;1578	1;885549543
82;220	2;878768840
269;238	5;891448850
401;609	3;891033625
399;154	3;882343327
102;568	2;888801232
246;289	2;884922658
269;1101	4;891448120
194;289	1;879535548
222;204	5;878182370
217;398	1;889070050
13;271	1;881514876
223;742	3;891549570
40;345	4;889041670
234;193	4;892334713
380;923	3;885478603
35;259	4;875459017
363;196	4;891494658
268;73	3;875743563
183;159	4;892323452
194;526	4;879521087
181;1052	2;878963441
102;101	4;883748488
269;55	4;891449214
405;787	3;885545672
223;282	4;891549627
405;414	1;885547268
193;684	4;889125788
336;1074	5;877757516
181;881	1;878961781
405;172	5;885545111
222;840	3;878184392
405;430	1;885547177
224;135	1;888103671
269;886	3;891446133
268;477	3;875742407
201;531	2;884113949
104;744	1;888465413
269;1133	1;891451374
254;75	1;886475004
405;773	1;885548330
222;1179	1;881060550
246;403	4;884922697
68;471	3;876974023
207;174	4;877750843
293;843	3;888907836
49;401	2;888067975
194;739	3;879527263
201;774	1;884114713
234;1458	4;892336165
5;372	3;875636230
268;1095	2;876513927
224;1039	5;888082552
254;97	5;887346963
222;240	2;877563716
246;260	5;884924991
380;69	4;885479301
405;178	3;885544947
363;473	4;891498558
399;655	3;882344372
399;959	3;882343523
293;255	3;888905146
222;395	1;878184924
399;527	3;882511093
13;405	2;882397742
268;67	3;875743588
405;647	1;885546069
224;720	4;888103906
201;221	3;884111397
234;558	4;892079585
21;977	2;874951416
181;1379	1;878962168
102;675	3;888802940
181;225	3;878963038
336;232	3;877757023
405;789	1;885547268
401;519	4;891033158
224;1212	2;888104457
26;255	3;891377609
293;215	4;888906244
101;50	4;877135944
380;753	4;885479082
399;588	5;882342938
268;206	3;875309232
405;1118	1;885547268
399;1279	3;882341625
13;472	5;882398327
49;588	4;888067031
181;1330	1;878962052
255;288	4;883216185
49;343	2;888065786
363;351	2;891493864
405;426	1;885549192
194;232	2;879553731
293;603	5;888905898
194;226	3;879525761
223;756	3;891550295
5;421	1;875721019
380;433	3;885479186
269;423	4;891448048
13;610	2;882140690
82;276	4;876311344
405;1338	1;885549790
102;588	4;883748450
102;445	2;888803148
100;752	4;891375146
49;774	2;888067528
153;56	5;881371140
268;453	1;875744611
181;1354	1;878962496
206;314	1;888179948
116;65	2;876454052
201;50	4;884114471
405;1554	4;885546445
5;144	3;875636141
401;499	3;891033319
194;188	4;879522158
234;431	3;892078424
399;418	3;882343605
193;815	3;889126332
405;656	1;885548275
201;89	3;884112245
183;265	2;891466350
49;172	1;888067691
399;229	2;882349143
293;419	3;888906699
405;1561	1;885546529
410;300	3;888626538
405;440	1;885548330
5;243	1;878844164
199;405	2;883783005
234;322	2;891034007
399;148	4;882341362
269;636	3;891450453
13;847	4;882139937
193;29	3;889126055
405;722	1;885547735
254;448	3;886473775
223;252	1;891550326
405;540	1;885548163
399;175	3;882342669
49;1082	3;888066214
13;652	5;882141458
222;849	4;881060281
222;276	5;877563550
222;82	4;878182453
363;307	5;891493795
63;408	4;875747242
13;294	2;881514683
181;1151	1;878963304
363;93	4;891495339
228;427	4;889388547
399;732	2;882348089
363;665	2;891498964
401;273	2;891032334
255;825	1;883216958
193;750	4;889122950
21;668	1;874951761
179;346	3;892151489
401;322	2;891031784
405;997	1;885547644
194;946	3;879527514
405;232	4;885547314
401;111	4;891032296
201;92	3;884112245
405;1100	1;885546681
223;143	4;891550845
207;1197	4;881681663
49;11	3;888069458
293;751	3;888904180
5;185	3;875720692
13;588	4;882398763
194;443	3;879523104
405;442	1;885548384
268;385	3;875310206
222;399	4;878182686
181;980	1;878962496
363;87	3;891496306
269;512	5;891447216
268;699	3;875744712
63;328	2;875746985
194;203	3;879522158
82;140	3;878769668
194;222	1;879538960
405;72	3;885547268
5;393	2;875636265
102;554	2;888801577
349;455	2;879465712
110;327	3;886987442
405;135	5;885545333
405;700	1;885547645
293;627	2;888906338
102;99	2;883748488
410;312	2;888626881
110;367	3;886989340
405;1434	1;885549942
49;175	5;888068715
13;276	5;882140104
224;323	3;888082216
254;892	3;886470904
49;185	5;888067307
289;405	2;876790576
217;231	5;889069974
199;286	5;883782485
275;208	3;880314772
405;96	3;885544881
3;327	4;889237455
401;204	5;891033684
201;56	5;884111269
13;520	4;886302261
222;1054	1;883816441
268;761	1;875744136
405;1565	1;885549463
49;55	4;888068057
405;734	2;885547506
21;671	5;874951657
181;950	1;878963440
269;152	4;891450623
405;1469	1;885548932
102;163	2;892993190
102;578	2;888801876
201;9	3;884113343
399;383	2;882350431
269;1028	2;891446838
405;964	1;885546154
194;636	2;879553731
399;71	3;882351580
49;1068	3;888066187
405;1250	1;885547997
268;569	3;875744582
405;214	4;885545235
293;866	3;888905322
234;135	4;892079769
405;450	1;885548093
399;744	3;882510147
234;451	3;892334578
40;347	2;889041283
82;185	3;878769334
405;127	5;885545167
268;181	4;875309486
293;467	4;888906263
234;844	2;892078521
336;1012	5;877760082
399;986	3;882341586
234;481	5;892079076
104;235	2;888465675
363;767	2;891500179
363;66	4;891496849
21;326	5;874950889
201;331	4;884110967
5;413	3;875635807
234;202	3;892079585
399;62	3;882348876
363;265	3;891495339
102;94	2;892993545
15;937	4;879455128
26;979	3;891383899
13;659	3;882141335
21;696	2;874951382
269;655	4;891448019
401;173	3;891032937
183;203	3;891466266
363;561	2;891498884
104;288	2;888442140
201;27	3;884140891
363;1016	4;891499568
401;527	4;891032919
206;990	1;888179913
193;301	4;889123257
255;218	3;883216544
268;211	4;875309583
3;307	3;889237224
228;655	4;889388489
5;89	5;875636033
102;393	3;892993302
234;198	3;892078837
336;1059	3;877756890
13;173	2;882139863
336;824	3;877756890
110;658	3;886988065
254;234	4;886472713
275;636	3;880314383
110;759	3;886988850
193;845	4;889124803
405;719	1;885547447
222;160	1;878182154
110;212	1;886988100
401;26	3;891033395
405;90	4;885547447
289;471	4;876789373
399;127	2;882346585
405;1230	1;885547644
217;665	4;889070087
209;1137	4;883417491
181;150	1;878962465
380;180	2;885478374
363;546	3;891497440
302;258	3;879436739
201;289	2;884111064
268;568	3;875542174
268;732	3;876514107
246;1222	3;884923372
234;874	1;891227463
399;22	3;882342834
246;151	5;884921727
269;614	3;891450471
101;122	1;877136928
194;83	3;879521254
405;206	1;885549589
13;735	3;882140690
201;597	2;884310149
201;825	1;884112427
49;931	2;888068336
293;1046	1;888907061
293;421	3;888906576
234;872	2;891033627
405;1531	1;885549094
410;882	3;888626612
129;258	2;883245452
5;400	1;878844630
268;715	1;875310603
193;689	2;890834966
405;695	1;885546287
224;294	4;888081976
181;1369	1;878962199
234;549	3;892335850
49;518	4;888069437
102;144	3;888801360
363;217	2;891498286
255;976	1;883217030
222;71	4;878183173
202;484	4;879727153
13;483	5;882139774
401;210	4;891032976
405;92	1;885546287
21;245	1;874951006
222;15	3;877563437
405;1176	3;885549942
405;639	1;885549635
49;204	1;888068686
223;111	4;891549792
223;409	3;891549876
181;1040	1;878962997
349;823	4;879466156
268;928	1;875745536
129;268	1;883245452
405;366	3;885545552
102;866	2;892993545
82;70	4;878769888
405;470	1;885546247
194;144	4;879547671
82;1033	1;884714560
425;271	5;890346597
183;227	4;891463592
269;1168	2;891448386
254;140	4;887347350
194;227	1;879535548
293;632	3;888906464
49;385	1;888069536
222;452	1;878184514
107;302	4;891264296
13;423	5;882398814
234;1455	2;892318158
116;1257	1;876452651
183;273	4;892323452
223;597	4;891549604
49;878	2;888065825
199;948	1;883782655
101;237	5;877137015
217;118	4;889070087
405;1555	1;885549045
425;424	2;878738956
336;722	3;877757134
269;627	1;891451063
399;128	3;882343293
181;277	1;878963441
401;866	3;891032697
425;748	3;890346567
110;195	2;886988480
222;1059	1;883816150
201;319	2;884110967
380;118	2;885480301
49;108	2;888068957
349;475	4;879466479
194;25	2;879540807
181;948	1;878961474
35;877	2;875459099
399;436	2;882348478
234;1454	3;892336257
21;930	1;874951482
269;414	3;891449624
425;191	3;878738186
82;1028	2;876311577
401;284	3;891032453
405;699	2;885546247
205;243	2;888284758
268;825	3;875742893
405;575	5;885547557
222;385	4;878183924
21;100	5;874951292
363;350	1;891493864
13;482	5;882140355
275;746	4;880314478
405;422	1;885548836
194;7	3;879538898
268;189	4;875744966
222;252	2;877563934
399;946	3;882343172
405;1353	1;885549745
26;410	2;891373086
201;25	3;884114015
234;732	2;892334713
49;294	1;888065702
102;748	3;888800994
100;323	3;891375359
234;693	2;892333980
172;178	3;875538027
201;642	4;884111485
222;895	4;883815361
405;1227	3;885546635
222;810	2;878184446
293;56	4;888905550
363;1010	4;891496979
21;319	2;874950889
194;623	1;879551637
63;268	3;875746809
223;294	4;891548859
172;1172	3;875538864
234;234	4;892079475
102;827	2;888802722
193;127	5;890860351
336;1054	1;877754876
268;1477	2;875742680
181;1367	2;878962086
246;83	4;884921086
425;227	4;878738597
268;433	4;876514107
82;671	1;878769478
201;385	2;884112427
363;5	1;891497047
363;184	3;891494725
206;895	5;888179788
405;451	5;885547360
5;80	2;875636511
15;929	1;879456168
201;241	2;884112487
399;1274	1;882350870
349;237	2;879466062
268;105	2;876513927
3;272	2;889237055
13;268	4;881514810
234;433	2;892079910
399;323	1;882340517
26;322	3;891349122
224;318	5;888082584
399;94	5;882349022
206;315	5;888180018
110;233	4;886988535
201;321	3;884111029
201;551	1;884114770
149;321	2;883512856
217;38	3;889070266
293;366	2;888907981
268;484	4;876513831
222;471	3;881060992
183;222	4;892323453
13;402	4;886303934
336;1017	5;877757063
201;1163	1;884140382
116;344	5;892683820
302;299	2;879436932
193;155	4;889126376
193;443	4;889126610
401;137	3;891032316
224;549	3;888103971
110;68	2;886988631
363;685	4;891496979
49;39	2;888068194
380;527	4;885479212
102;181	2;888801406
181;1174	1;878962200
363;152	5;891494906
21;328	3;874951005
380;64	3;885481179
269;763	1;891450555
49;998	2;888069194
5;433	5;875636655
194;616	3;879523243
13;420	4;882398691
418;362	1;891282765
399;168	3;882342776
399;114	4;882341974
193;259	2;889123351
269;665	1;891451810
363;505	3;891495238
254;699	3;886473120
201;123	2;884114233
255;98	5;883216449
104;827	2;888466086
116;264	3;876452186
181;1336	1;878963241
116;582	3;876453626
363;188	4;891495711
21;688	1;874950972
35;680	4;875459099
49;70	2;888066614
246;195	3;884921138
399;578	2;882348722
289;926	3;876790611
246;585	1;884923811
401;462	4;891033684
363;940	2;891498920
13;805	4;882141458
222;200	3;878181647
201;1169	4;884141053
275;930	3;876197904
181;1344	1;878962240
363;387	1;891497639
246;230	3;884922070
21;473	3;874951245
199;475	5;883782918
293;1217	1;888907913
293;1011	3;888905146
262;709	5;879795122
289;147	3;876789581
293;347	2;888904353
234;276	3;891228196
181;1392	1;878961749
110;751	3;886987183
399;230	3;882344512
275;118	3;876197678
209;766	4;883460644
222;409	3;881061213
40;294	4;889041671
102;840	2;888802508
20;121	3;879668227
21;242	3;874951617
254;419	4;886472231
234;7	2;891227813
104;1011	3;888465201
222;1419	1;878184947
207;322	3;879001724
63;508	4;875747752
49;386	4;888069222
269;346	2;891445757
153;216	2;881371032
20;252	4;879669697
349;412	1;879466366
405;1188	3;885547506
262;755	3;879794446
13;414	5;882141458
234;421	1;892334852
405;1207	1;885548686
3;354	3;889237004
363;1228	2;891498720
268;665	2;875310745
405;230	2;885547953
104;150	5;888465225
13;772	1;882140070
405;62	1;885547996
206;1313	1;888179981
401;654	3;891033184
234;15	3;892079538
405;771	1;885548162
405;1247	1;885546681
13;812	2;882398933
15;889	3;879455473
104;312	3;888442485
405;188	1;885547996
262;332	3;879961438
401;198	4;891033370
234;186	3;892078567
405;578	1;885548093
82;482	4;878769668
275;144	4;880314137
181;1377	1;878962496
102;635	2;888803148
399;817	4;882509927
101;123	2;877136186
211;455	3;879461498
194;99	3;879524643
13;564	1;882396913
161;1266	2;891170745
269;505	3;891449551
401;603	4;891033497
222;302	3;877562748
228;327	1;889387216
401;385	3;891033603
194;127	5;879520813
246;117	3;884921767
281;258	2;881200457
5;219	3;875720744
405;1563	1;885549635
425;39	4;878738335
13;519	5;882140355
399;774	3;882345053
418;313	3;891282680
26;333	3;891348192
363;128	5;891495371
104;147	3;888466002
223;846	2;891550193
425;185	2;878738853
293;54	3;888907210
262;581	3;879794667
181;9	4;878962675
234;747	3;892334578
13;875	1;881515613
268;98	4;875309583
194;94	3;879528000
82;222	3;876311365
405;350	1;885549903
269;254	1;891456565
405;1046	2;885548633
363;402	2;891498365
405;432	3;885548785
102;385	3;888801577
104;245	2;888442404
15;591	2;879455821
234;287	3;891228196
153;323	2;881370900
349;9	4;879465477
13;377	1;882399219
399;550	3;882345120
405;775	1;885547735
336;216	5;877757858
262;588	4;879793075
21;448	4;874951727
262;140	2;879794635
194;504	2;879523785
234;782	3;892335372
104;354	3;888442202
425;318	2;878737841
234;236	3;892079336
336;1218	3;877757790
222;662	3;878182813
217;827	2;889070232
401;294	1;891031621
234;1048	3;892335501
363;155	2;891497712
82;357	4;878769888
183;485	5;892323452
13;340	2;881514684
405;650	1;885546336
254;621	3;886474807
255;444	3;883216599
21;294	3;874951616
181;1165	1;878962496
401;50	1;891034050
193;1406	4;889123926
269;1438	3;891448522
399;173	3;882349928
269;447	3;891451303
405;1316	1;885549942
116;903	2;890632956
13;185	3;881515011
223;826	1;891550404
207;433	3;878104569
35;322	3;875459017
181;1360	1;878962119
100;348	3;891375630
101;1093	1;877136360
380;428	3;885480320
63;924	3;875748164
183;331	3;892322382
211;303	3;879437184
418;301	2;891282738
254;612	3;886471959
268;168	4;875310384
405;1275	1;885548632
405;361	2;885549942
201;184	3;884112245
405;551	1;885548475
405;1113	1;885546680
13;217	1;882396955
194;210	3;879521396
269;427	5;891447960
222;1	4;877563227
405;1109	1;885548632
234;1298	3;892079373
199;687	1;883782655
229;302	5;891633028
380;630	2;885478780
399;768	3;882350401
275;101	4;875154535
181;424	1;878962240
49;346	4;888065527
206;891	2;888180049
194;259	2;879520306
262;358	3;879961513
13;651	5;882140070
222;719	1;881060578
222;658	3;881059678
405;785	1;885547407
13;24	1;882397741
255;323	2;883215723
405;581	3;885546530
201;1220	2;884140975
15;1	1;879455635
269;433	3;891449900
399;1135	2;882349170
13;673	3;882140691
363;229	3;891497393
293;739	2;888906804
13;287	1;882141459
224;723	2;888104313
207;580	3;879665232
405;30	1;885549544
269;843	3;891451374
181;1028	2;878962997
399;1179	2;882352324
363;9	3;891494628
234;1263	3;892335142
102;286	3;883277645
224;581	1;888104219
405;759	1;885548162
380;185	4;885479057
363;474	5;891494929
179;331	2;892151331
254;655	4;886472313
234;484	5;892078936
102;629	3;888803488
201;260	4;884110967
255;860	2;883216748
82;1126	4;878770169
293;298	4;888904795
223;975	1;891550094
224;51	4;888104457
207;161	4;875509507
399;1401	3;882342219
49;738	3;888069138
442;401	2;883388960
399;679	3;882344596
172;514	3;875537964
269;161	1;891451036
104;325	1;888442552
405;1058	1;885546635
336;124	1;877760244
193;100	5;889124127
405;1317	1;885549746
363;169	5;891494563
399;295	4;882341264
181;620	2;878963204
281;322	4;881200789
63;116	5;875747319
222;161	4;878182279
293;430	3;888905716
181;146	1;878962955
380;496	4;885479537
401;435	5;891033250
82;151	2;876311547
222;2	3;878183837
363;679	4;891497277
405;1519	2;885546577
405;1045	3;885546112
234;634	4;892079910
234;483	5;892078424
194;193	4;879524790
194;71	4;879524291
405;959	1;885547222
222;1029	1;881060608
224;300	4;888081843
202;173	2;879726914
201;693	4;884113949
405;1217	3;885548633
401;520	3;891033442
269;499	4;891449099
5;428	5;875636588
13;27	3;882397833
13;912	2;892014861
183;450	3;891463592
405;449	1;885548093
201;1065	3;884113490
268;134	5;875310083
336;410	3;877758001
442;385	3;883390416
102;5	3;888803002
13;201	1;882396869
49;583	4;888068143
102;530	3;888801577
442;31	3;883391249
181;258	3;878961709
199;259	1;883782583
399;2	3;882512708
268;546	4;875743110
234;1400	3;892334400
405;169	1;885549192
442;182	4;883390284
405;527	5;885545200
268;472	1;875743335
13;385	3;882397502
262;815	2;879791216
181;459	1;878962349
13;852	1;882396869
246;628	1;884922554
13;238	3;881515411
445;597	1;891200320
15;933	1;879456447
425;183	3;878738486
63;306	3;875746948
26;240	3;891377468
222;81	1;878183565
445;195	2;890987655
401;196	5;891033497
207;997	1;875508693
222;300	5;877562795
268;926	2;875743012
293;280	2;888905198
5;259	1;878844208
133;304	3;890588639
194;941	2;879552569
63;225	2;875747439
293;206	4;888907552
418;304	4;891282738
193;210	4;889125755
268;101	2;875542174
15;459	5;879455562
425;825	2;878738643
268;1002	1;875743216
224;1045	2;888082766
399;763	2;882340900
442;54	3;883391274
445;410	1;891200164
268;238	3;875310352
102;502	3;888803738
153;510	3;881371198
363;37	2;891498510
110;11	4;886987922
13;783	3;886304188
5;457	1;879198898
363;761	3;891498183
20;568	4;879669291
207;875	2;875718889
281;682	3;881200519
268;122	2;875743310
269;194	5;891448951
405;1029	1;885547735
269;143	3;891450385
181;1375	1;878962586
275;627	3;875154718
380;181	3;885478391
207;100	2;875503786
222;568	5;878183481
442;98	4;883389983
21;816	1;874951898
207;205	4;875991160
254;443	3;886473547
399;568	2;882345842
405;1248	1;885548633
425;38	3;878738757
194;427	4;879521088
26;150	3;891350750
26;127	5;891386368
405;371	1;885549309
405;593	1;885549790
363;809	4;891497712
181;13	2;878962465
133;294	3;890588852
102;96	3;888801316
234;403	1;892335674
21;291	3;874951446
201;62	1;884310149
234;654	5;892333573
246;55	4;884921948
207;153	5;877750617
202;286	1;879726342
104;346	3;888442172
201;174	3;884112201
82;405	3;876311423
405;1435	1;885547735
405;795	2;885547605
20;144	2;879669401
262;393	2;879794140
293;53	3;888907891
13;349	1;892387807
40;750	3;889041523
254;258	4;887347560
194;479	3;879521167
21;258	4;874950889
405;673	5;885545235
194;660	3;879527421
445;823	1;891200624
293;328	2;888904285
181;1395	1;878961847
380;135	3;885479436
181;952	1;878962720
49;1070	3;888068739
246;790	3;884923405
172;483	3;875538028
21;979	2;874951416
401;342	1;891031723
181;879	2;878961542
234;208	4;892318002
405;1167	1;885547268
336;153	5;877757669
363;218	2;891497174
405;396	1;885547408
363;81	4;891496616
399;772	4;882343358
234;428	4;892334079
201;1008	3;884140891
202;604	5;879727058
234;963	3;892078983
26;294	3;891348192
293;804	1;888907816
13;333	3;881514810
181;288	4;878961173
234;427	4;892078386
405;1421	1;885546835
193;56	1;889125572
293;226	1;888906906
194;568	2;879522819
293;1042	3;888907575
102;636	3;888801577
405;1178	1;885547690
222;218	5;878182370
21;148	1;874951482
445;628	1;891200137
363;96	5;891494835
262;365	4;879793939
446;332	3;879787149
269;716	4;891451111
5;410	1;879198183
405;1557	1;885547222
201;71	3;884111270
217;391	4;889070287
234;1126	4;892079722
425;323	2;878737684
445;919	1;891200233
399;389	3;882345078
181;284	2;878962996
201;559	2;884112627
405;579	1;885547557
193;147	2;890860290
293;710	3;888907145
5;369	1;875635372
183;54	2;891467546
268;55	4;875309998
262;200	3;879794918
293;1017	3;888904862
161;187	3;891170998
405;386	3;885547605
246;3	2;884923390
181;984	1;878961781
161;508	2;891171657
102;930	2;888802677
181;1333	1;878962120
224;962	2;888082584
222;127	5;881059039
13;874	5;881514876
194;482	3;879521088
234;1078	2;892336322
217;121	1;889069944
13;821	3;882141393
223;300	3;891548712
181;873	1;878961542
425;475	5;878737945
82;8	4;878769292
224;162	4;888103611
222;373	3;881060659
269;998	5;891451548
405;510	1;885545975
100;313	5;891374706
13;682	1;883670742
405;467	4;885545200
181;308	1;878961847
405;765	1;885547735
63;126	3;875747556
425;172	5;878738385
442;554	2;883390641
161;191	2;891171734
15;411	2;879456351
13;449	4;882398385
445;204	3;890988205
445;1591	4;891199360
401;100	4;891032170
405;1562	1;885549506
293;649	4;888906726
268;194	4;875310352
418;269	5;891282765
405;768	3;885548932
193;307	4;889123316
268;40	3;875743708
269;741	5;891457067
181;337	1;878961709
21;396	2;874951798
82;294	4;878768327
363;741	3;891495338
293;426	1;888907291
206;690	2;888179694
425;83	2;891986445
82;289	1;884713642
349;1117	3;879466366
363;792	4;891495918
268;198	4;875309232
183;257	2;891464558
425;250	4;878739054
445;408	3;891199749
13;828	1;882399218
425;313	1;890346317
425;56	5;878737945
363;215	3;891496306
15;744	4;879455789
405;1175	1;885549904
363;461	3;891495711
13;787	3;882141582
207;628	3;876018608
155;292	3;879371061
13;450	3;882398494
234;588	3;892335541
102;79	2;888801316
201;413	3;884114505
13;839	1;882396984
451;289	1;879012510
21;741	3;874951382
262;111	4;879962292
5;435	4;875636033
194;692	2;879524215
223;1197	3;891549570
181;261	1;878961814
224;196	4;888103532
442;14	1;883389776
224;727	4;888082682
380;1	4;885478218
234;284	3;892335460
222;591	4;878181869
229;312	3;891632551
442;39	3;883390466
234;194	5;892333653
3;264	2;889237297
405;1180	1;885547605
425;429	4;878737908
405;511	2;885546112
207;265	3;877846793
181;268	1;878961749
399;1220	2;882343389
222;833	2;877563913
269;216	1;891449691
442;229	3;883391275
116;137	2;876454308
405;1004	1;885546577
13;596	3;882398691
399;42	2;882510250
207;986	3;877878384
442;452	3;883390169
102;444	1;888803245
207;154	2;878088217
194;192	5;879521253
201;39	1;884112427
254;211	3;886472089
217;1228	2;889070050
110;748	3;886987478
207;1147	4;879665042
13;604	5;882139966
410;286	4;888627138
254;132	4;886472022
425;759	2;878738290
